ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,insider_names
WE,Wework Inc.,2022-08-10,2022-08-10,2022-08-10,449495,2,Fernandez Andre J; Mathrani Sandeep
JANL,Janel Corp,2022-08-12,2022-08-10,2022-08-10,2346570,2,Eidinger John; Oaxaca Group L.L.C.
QTRX,Quanterix Corp,2022-08-16,2022-08-12,2022-08-12,1404071,2,Doyle Michael A; Toloue Masoud
CINC,"Cincor Pharma, Inc.",2022-08-17,2022-08-11,2022-08-15,39159990,5,"General Atlantic Genpar (Bermuda), L.P.; General Atlantic, L.P.; Healy James; Sofinnova Partners Sas; Sofinnova Venture Partners X, L.P."
AZTA,"Azenta, Inc.",2022-08-22,2022-08-19,2022-08-19,752191,2,McManus Matthew; Robertson Lindon G
SIX,Six Flags Entertainment Corp,2022-08-23,2022-08-12,2022-08-19,48235060,2,Jaffer Rehan; Ruchim Arik W
COMM,"Commscope Holding Company, Inc.",2022-09-06,2022-08-26,2022-09-02,839367,3,Carlson John R.; Lorentzen Kyle David; Treadway Charles L.
PVH,Pvh Corp. /de/,2022-09-07,2022-09-06,2022-09-06,1200094,3,Coughlin Zachary; Hagman Martijn; Larsson Stefan
RILY,"B. Riley Financial, Inc.",2022-09-08,2022-08-30,2022-09-07,2713838,2,Moore Andrew; Riley Bryant R
SIX,Six Flags Entertainment Corp,2022-09-14,2022-09-12,2022-09-12,9190564,2,Jaffer Rehan; Ruchim Arik W
PLPC,Preformed Line Products Co,2022-09-16,2022-09-14,2022-09-14,107945280,3,Ruhlman Randall M; Ruhlman Robert G; Wensink Katherine E.
EWTX,"Edgewise Therapeutics, Inc.",2022-09-16,2022-09-14,2022-09-16,9999998,2,Novo Holdings A/s; Thompson Peter A.
LRMR,"Larimar Therapeutics, Inc.",2022-09-20,2022-09-16,2022-09-16,35199990,3,Ben-Maimon Carole; Celano Michael; Flynn James E
THRD,"Third Harmonic Bio, Inc.",2022-09-21,2022-09-19,2022-09-19,10200000,2,"Atlas Venture Fund Xi, L.P.; Bonita David P"
HUBG,"Hub Group, Inc.",2022-09-22,2022-08-09,2022-08-09,24361670,2,Yeager David P; Yeager Phillip D
NEOG,Neogen Corp,2022-09-28,2022-09-28,2022-09-28,416310,2,Adent John Edward; Jones Douglas Edward
BRZE,"Braze, Inc.",2022-10-03,2022-09-16,2022-09-29,70456748,2,"Iconiq Strategic Partners Vi, L.P.; Jacobson Matthew"
EVA,Enviva Inc.,2022-10-14,2022-10-12,2022-10-13,1162628,4,Even Shai; Keppler John K.; Schmidt William H Jr; Smith Edward Royal
AZZ,Azz Inc,2022-10-17,2022-10-14,2022-10-14,209640,2,Russell Kurt L.; Schlom Philip A
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-10-18,2022-10-11,2022-10-14,1059287,3,Lehner Les; Quartieri Michael; Wehner Tony
FITB,Fifth Third Bancorp,2022-10-24,2022-10-21,2022-10-21,375869,2,Leonard James C.; Spence Timothy
PRME,"Prime Medicine, Inc.",2022-10-26,2022-10-24,2022-10-24,27200000,2,"Gv 2019 Gp, L.L.C.; Nelsen Robert"
NGM,Ngm Biopharmaceuticals Inc,2022-10-27,2022-10-17,2022-10-25,2844108,2,Column Group L P; Goeddel David V
BHVN,Biohaven Ltd.,2022-11-01,2022-10-25,2022-10-31,12978256,2,Buten Matthew; Coric Vlad
AUB,Atlantic Union Bankshares Corp,2022-11-02,2022-11-01,2022-11-01,359868,2,Asbury John C; Gorman Robert Michael
SSP,E.W. Scripps Co,2022-11-07,2022-11-03,2022-11-03,6374022,8,"Brickner Rebecca Scripps; Granado Corina S.; Klenzing Margaret Scripps; Robert P. Scripps, Jr. Irrevocable Trust For the Benefit of Robert P. Scripps IV; Sanchez Mary Ann S.; Scripps Eli W; Scripps Jimmy R.; Scripps William A."
NGM,Ngm Biopharmaceuticals Inc,2022-11-07,2022-10-25,2022-11-03,5119420,2,Column Group L P; Goeddel David V
TUP,Tupperware Brands Corp,2022-11-07,2022-11-04,2022-11-04,1101654,2,Fernandez Calero Miguel Angel; Goudis Richard
VRNS,Varonis Systems Inc,2022-11-07,2022-11-03,2022-11-07,1601536,3,Faitelson Yakov; Melamed Guy; O'Boyle James
B,Barnes Group Inc,2022-11-08,2022-11-01,2022-11-07,2634596,2,Hook Thomas J; Streich Julie K
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",2022-11-09,2022-11-09,2022-11-09,581990,2,Eckel Jeffrey; Rose Nathaniel
KD,"Kyndryl Holdings, Inc.",2022-11-09,2022-11-07,2022-11-08,1237657,2,Schroeter Martin J; Wyshner David B
BW,"Babcock &amp; Wilcox Enterprises, Inc.",2022-11-14,2022-11-10,2022-11-10,346647,2,Salamone Louis Jr; Young Kenneth M
OPRT,Oportun Financial Corp,2022-11-14,2022-11-10,2022-11-10,595738,2,Coblentz Jonathan Aaron; Vazquez Raul
RPAY,Repay Holdings Corp,2022-11-14,2022-11-11,2022-11-11,281670,2,Morris John Andrew Sr.; Murphy Timothy John
CWGL,"Crimson Wine Group, Ltd",2022-11-16,2022-11-14,2022-11-14,2141250,2,Cumming John D.; Steinberg Joseph S
AVTR,"Avantor, Inc.",2022-11-17,2022-11-16,2022-11-16,573100,2,Stubblefield Michael; Szlosek Thomas A
CRSR,"Corsair Gaming, Inc.",2022-11-17,2022-11-15,2022-11-15,69999996,2,Bagaria Anup; Majoros George L. Jr.
BHIL,"Benson Hill, Inc.",2022-11-17,2022-11-15,2022-11-15,272417,2,Crisp Matthew B.; Freeman Dean P
SIX,Six Flags Entertainment Corp,2022-11-22,2022-11-11,2022-11-18,32876362,3,Jaffer Rehan; Mick Gary; Ruchim Arik W
HRT,Hireright Holdings Corp,2022-11-29,2022-11-16,2022-11-25,35780742,2,"General Atlantic Genpar (Bermuda), L.P.; General Atlantic, L.P."
UHAL,Amerco /nv/,2022-11-30,2022-11-16,2022-11-28,121358272,2,Shoen Edward J; Shoen Mark V
HLMN,Hillman Solutions Corp.,2022-11-30,2022-11-30,2022-11-30,1491325,2,Cahill Douglas; Kraft Robert O.
TMAC,Music Acquisition Corp,2022-11-30,2022-11-28,2022-11-28,663100,2,Jacobson Neil; Lowen Todd
GIII,G III Apparel Group Ltd /de/,2022-12-05,2022-12-05,2022-12-05,3381240,2,Goldfarb Jeffrey David; Goldfarb Morris
MODG,Topgolf Callaway Brands Corp.,2022-12-05,2022-12-02,2022-12-05,432322,2,Brewer Oliver G III; Lynch Brian P.
ERNA,Eterna Therapeutics Inc.,2022-12-06,2022-12-02,2022-12-02,1960378,2,Cherington Charles; Halpern John D
AZYO,"Aziyo Biologics, Inc.",2022-12-07,2022-12-02,2022-12-05,3617650,2,"Ferguson Matthew; Highcape Capital, L.P."
HRT,Hireright Holdings Corp,2022-12-07,2022-11-21,2022-12-05,35448658,2,"General Atlantic Genpar (Bermuda), L.P.; General Atlantic, L.P."
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-12-12,2022-12-08,2022-12-08,747328,3,Klohn Steve; Quartieri Michael; Zickefoose Ashley
NSTG,Nanostring Technologies Inc,2022-12-14,2022-12-12,2022-12-13,734119,2,Bailey K Thomas; Gray R Bradley
FRSH,Freshworks Inc.,2022-12-15,2022-12-13,2022-12-13,3756556,2,Accel Leaders 3 Gp Associates L.L.C.; Gandhi Sameer K
TCBP,Tc Biopharm (Holdings) Plc,2023-01-11,2022-11-30,2022-11-30,1750000,3,Randall Diana Elizabeth; Randall Kenneth Edward; Randall Mark Edward
NGM,Ngm Biopharmaceuticals Inc,2023-01-12,2023-01-10,2023-01-10,5917436,2,Column Group L P; Goeddel David V
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2023-01-13,2023-01-11,2023-01-13,277316,2,Pineiro Antonio; Zickefoose Ashley
ISRL,Israel Acquisitions Corp,2023-01-19,2023-01-18,2023-01-18,750000,2,Ecalle Charles; Greystoke Alexander
HNVR,"Hanover Bancorp, Inc. /Ny",2023-01-26,2022-05-11,2022-05-11,416220,3,Corbett Kevin; Puorro Michael P; Wilcox McClelland W
NGM,Ngm Biopharmaceuticals Inc,2023-02-01,2023-01-30,2023-01-30,3684440,2,Column Group L P; Goeddel David V
INTC,Intel Corp,2023-02-02,2023-01-30,2023-01-31,501838,2,Gelsinger Patrick P; Zinsner David
GTLB,Gitlab Inc.,2023-02-02,2021-12-09,2021-12-10,212060925,3,"Iconiq Strategic Partners Vi, L.P.; Jacobson Matthew; Makan Divesh"
JBSS,Sanfilippo John B &amp; Son Inc,2023-02-03,2023-02-01,2023-02-01,699042,2,Sanfilippo John E; Sanfilippo Lisa
VERA,"Vera Therapeutics, Inc.",2023-02-08,2023-02-06,2023-02-06,13999993,2,"Enright Patrick G; Sofinnova Venture Partners X, L.P."
RILY,"B. Riley Financial, Inc.",2023-02-09,2023-02-08,2023-02-08,6235716,2,Moore Andrew; Riley Bryant R
ALGN,Align Technology Inc,2023-02-09,2023-02-08,2023-02-08,1200572,2,Hogan Joseph M; Morici John
CNC,Centene Corp,2023-02-10,2023-02-08,2023-02-09,983931,2,Asher Andrew Lynn; Murray James E
MLYS,"Mineralys Therapeutics, Inc.",2023-02-16,2023-02-14,2023-02-14,19100000,3,Akkaraju Srinivas; Levy Adam Scott; Slingsby Brian Taylor
LGTO,Legato Merger Corp. II,2023-02-16,2023-02-08,2023-02-14,6981966,2,Ing John; Pratt Brian
DZSI,Dzs Inc.,2023-02-23,2023-02-22,2023-02-22,326550,2,Kawecki Misty Dawn; Vogt Charles D
TTI,Tetra Technologies Inc,2023-03-08,2023-03-07,2023-03-08,205800,2,Murphy Brady M; Serrano Elijio V
TWKS,"Thoughtworks Holding, Inc.",2023-03-08,2023-03-02,2023-03-07,378035,2,Cummins Erin; Xiao Guo
PACW,Pacwest Bancorp,2023-03-13,2023-03-09,2023-03-10,878476,3,Black William J; Blake Christopher D; Taylor Paul W
SCHW,Schwab Charles Corp,2023-03-14,2023-03-14,2023-03-14,3255281,2,Bettinger Walter W; Crawford Peter B.
CUBI,"Customers Bancorp, Inc.",2023-03-14,2023-03-13,2023-03-14,606550,2,Sidhu Jay S; Sidhu Samvir S.
CFR,"Cullen/frost Bankers, Inc.",2023-03-15,2023-03-13,2023-03-13,1173572,2,Green Phillip D; Severyn Carol Jean
RILY,"B. Riley Financial, Inc.",2023-03-16,2023-03-10,2023-03-15,477568,2,Kelleher Thomas J /adv; Moore Andrew
GH,"Guardant Health, Inc.",2023-03-16,2023-03-13,2023-03-14,4950019,2,Eltoukhy Helmy; Talasaz Amirali
CPRI,Capri Holdings Ltd,2023-03-17,2023-03-16,2023-03-17,10177479,2,Edwards Thomas Jr.; Idol John D
BNL,"Broadstone Net Lease, Inc.",2023-03-20,2023-03-17,2023-03-17,203819,2,Albano Ryan M; Moragne John David
ONEW,Onewater Marine Inc.,2023-03-22,2023-03-17,2023-03-20,730900,2,Aisquith Anthony M; Singleton Philip Austin Jr.
BRT,Brt Apartments Corp.,2023-03-27,2023-03-21,2023-03-23,1864240,3,Gould Investors L P; Gould Jeffrey; Gould Matthew J
NOGN,"Nogin, Inc.",2023-04-10,2023-04-06,2023-04-06,4635483,3,Choi Stephen; Huberman Jonathan; Rahmati Shahriyar
RIG,Transocean Ltd.,2023-04-25,2022-05-13,2022-05-13,30000000,2,Mohn Frederik Wilhelm; Perestroika
CLF,Cleveland-Cliffs Inc.,2023-04-27,2023-04-27,2023-04-27,1604898,2,Goncalves Lourenco; Koci Keith
UNTY,Unity Bancorp Inc /nj/,2023-04-28,2023-04-26,2023-04-26,908792,2,Dallas David D; Dallas Robert H II
ADT,Adt Inc.,2023-05-04,2023-05-04,2023-05-04,505500,2,Devries James David; Young Donald M.
TRNR,"Interactive Strength, Inc.",2023-05-04,2023-05-02,2023-05-02,1885118,2,Block.One Investments 1; Wickens Bradley James
ZION,"Zions Bancorporation, National Association /ut/",2023-05-05,2023-05-01,2023-05-04,1235415,3,Burdiss Paul E.; Robinson Rebecca K; Simmons Harris H
EWBC,East West Bancorp Inc,2023-05-08,2023-05-04,2023-05-05,1100149,3,Ng Dominic; Shi Parker; Teo Gary
ALB,Albemarle Corp,2023-05-08,2023-05-05,2023-05-05,1243457,2,Coleman Kristin M.; Masters J Kent
HURN,Huron Consulting Group Inc.,2023-05-09,2023-05-05,2023-05-08,257897,2,Hussey C. Mark; Kelly John D.
CMCT,Creative Media &amp; Community Trust Corp,2023-05-10,2023-05-08,2023-05-08,8424414,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
SLRN,"Acelyrin, Inc.",2023-05-11,2023-05-09,2023-05-09,46080000,2,"Seidenberg Beth C; Westlake Biopartners Fund Ii, L.P."
TSN,"Tyson Foods, Inc.",2023-05-12,2023-05-11,2023-05-12,746532,2,King Donnie; Soderstrom Johanna
SFNC,Simmons First National Corp,2023-05-15,2023-04-28,2023-05-12,587090,3,Brogdon James M; Fehlman Robert A; Massanelli Stephen C
CFR,"Cullen/frost Bankers, Inc.",2023-05-17,2023-05-04,2023-05-05,243375,2,Berman Bobby; Kasanoff Howard L.
MODG,Topgolf Callaway Brands Corp.,2023-05-22,2023-05-11,2023-05-22,291510,2,Fine Rebecca; Lynch Brian P.
CE,Celanese Corp,2023-05-23,2023-05-12,2023-05-19,317083,2,Kelly Thomas Francis; Murray Mark Christopher
ADC,Agree Realty Corp,2023-05-30,2023-05-12,2023-05-26,1175370,2,Agree Joey; Erlich Craig
GCO,Genesco Inc,2023-05-30,2023-05-30,2023-05-30,288824,2,George Thomas; Vaughn Mimi Eckel
MODG,Topgolf Callaway Brands Corp.,2023-05-30,2023-05-22,2023-05-26,261370,2,Brewer Oliver G III; Fine Rebecca
ZD,"Ziff Davis, Inc.",2023-06-02,2023-05-30,2023-05-31,706820,2,Richter Bret; Shah Vivek
IART,Integra Lifesciences Holdings Corp,2023-06-05,2023-06-01,2023-06-01,400021,2,De Witte Jan; Schwartz Eric
CRAWA,Crawford United Corp,2023-06-16,2023-06-14,2023-06-14,1080000,2,Crawford Edward F; Crawford Matthew V
MPAA,Motorcar Parts of America Inc,2023-06-27,2023-06-23,2023-06-23,700000,2,"Bison Capital Partners Vi, L.P.; Bison Capital Partners Vi-A, L.P."
NXL,"Nexalin Technology, Inc.",2023-06-30,2022-09-15,2022-09-16,356900,2,Elson Marilyn; White Mark
SVRA,Savara Inc,2023-07-19,2023-07-17,2023-07-17,8999991,9,Baskett Forest; Behbahani Ali; Chang Carmen; Florence Anthony A. Jr.; Makhzoumi Mohamad; Mathers Edward T; Sandell Scott D; Walker Paul Edward; Yang Rick
HPK,"Highpeak Energy, Inc.",2023-07-21,2023-07-19,2023-07-19,80364984,3,Dejoria John Paul; Hightower Jack; Woodard Rodney L
RILY,"B. Riley Financial, Inc.",2023-07-27,2023-07-25,2023-07-26,9049920,3,Kelleher Thomas J /Adv; Moore Andrew; Riley Bryant R
TSBX,Turnstone Biologics Corp.,2023-07-27,2023-07-20,2023-07-25,7699992,2,Gupta Rishi; Jerel Davis
ZBRA,Zebra Technologies Corp,2023-08-07,2023-08-03,2023-08-07,1259603,2,Burns Bill; Gustafsson Anders
VAC,Marriott Vacations Worldwide Corp,2023-08-08,2023-08-07,2023-08-07,768590,2,Geller John E Jr; Terry Anthony E
SABR,Sabre Corp,2023-08-09,2023-08-08,2023-08-09,936038,3,Bruder Ann J.; Ekert Kurt Joseph; Randolfi Michael O
EMBC,Embecta Corp.,2023-08-10,2023-08-10,2023-08-10,311094,3,Elguicze Jacob; Kurdikar Devdatt; Mann Jeffrey Z
ADC,Agree Realty Corp,2023-08-16,2023-08-02,2023-08-14,737340,2,Agree Joey; Erlich Craig
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",2023-08-21,2023-08-18,2023-08-21,527000,4,Chuslo Steven; McMahon Daniel K.; Pangburn Marc T.; Rose Nathaniel
BVS,Bioventus Inc.,2023-08-22,2023-08-10,2023-08-18,967183,2,Bartholdson John A.; Bihl Anthony P III
ASYS,Amtech Systems Inc,2023-08-25,2023-08-11,2023-08-24,388955,2,Averick Robert M; Daigle Robert C
SOWG,Sow Good Inc.,2023-08-29,2023-08-25,2023-08-25,1200000,2,Goldfarb Claudia; Goldfarb IRA
VVV,Valvoline Inc,2023-08-30,2023-08-28,2023-08-29,501042,2,Flees Lori Ann; Meixelsperger Mary E
ET,Energy Transfer LP,2023-09-06,2023-08-22,2023-09-05,1501500,2,McCrea Marshall S III; Whitehurst Bradford D.
MIRM,"Mirum Pharmaceuticals, Inc.",2023-09-12,2023-08-31,2023-09-11,4181256,2,Bjerkholt Eric; Heron Patrick J
VIRT,"Virtu Financial, Inc.",2023-09-13,2023-09-13,2023-09-13,1110631,2,Cifu Douglas A; Molluso Joseph
TSE,Trinseo Plc,2023-09-18,2023-09-12,2023-09-14,294750,2,Chaclas Angelo N.; Stasse David Phillip
MPAA,Motorcar Parts of America Inc,2023-09-25,2023-09-21,2023-09-21,1124850,3,"Bison Capital Partners Vi, L.P.; Bison Capital Partners Vi-A, L.P.; Trussler Douglas B"
NMRA,"Neumora Therapeutics, Inc.",2023-09-29,2023-09-19,2023-09-28,28563747,2,Burow Kristina; Gosebruch Henry O
BHVN,Biohaven Ltd.,2023-10-10,2023-10-05,2023-10-05,10499984,2,Buten Matthew; Coric Vlad
SRRK,Scholar Rock Holding Corp,2023-10-18,2023-10-12,2023-10-16,30086736,2,"Akkaraju Srinivas; Invus Public Equities, L.P."
CERE,"Cerevel Therapeutics Holdings, Inc.",2023-10-18,2023-10-16,2023-10-16,249999972,2,Gordon Christopher R; Koppel Adam
SODI,Solitron Devices Inc,2023-10-19,2023-10-16,2023-10-16,791414,2,Eriksen Howard Timothy; Matson Mark
NTRS,Northern Trust Corp,2023-10-25,2023-10-23,2023-10-24,1736269,3,Levy Susan Cohen; O'Grady Michael; Tyler Jason J.
NEOG,Neogen Corp,2023-10-26,2023-10-11,2023-10-25,302060,2,Jones Douglas Edward; Naemura David H.
ZIVO,"Zivo Bioscience, Inc.",2023-10-30,2021-06-02,2021-06-02,698600,2,Maggiore Christopher D.; Strome Mark E
B,Barnes Group Inc,2023-11-07,2023-10-31,2023-11-03,2723669,2,Hook Thomas J; Knoll Jay B
ZBRA,Zebra Technologies Corp,2023-11-09,2023-11-08,2023-11-08,350480,2,Burns Bill; Winters Nathan Andrew
SOFI,"Sofi Technologies, Inc.",2023-11-09,2023-11-09,2023-11-09,398261,2,Lapointe Christopher; Noto Anthony
LXEO,"Lexeo Therapeutics, Inc.",2023-11-09,2023-11-07,2023-11-07,7499987,2,"Lundbeckfond Invest A/s; Omega Fund Vi, L.P."
DMLP,"Dorchester Minerals, L.P.",2023-11-13,2023-11-10,2023-11-10,350144,2,Ehrman Bradley J; Moriyama Leslie A
CNP,Centerpoint Energy Inc,2023-11-13,2023-11-09,2023-11-13,1272490,2,Lesar David J; Wells Jason P.
JANX,"Janux Therapeutics, Inc.",2023-11-15,2023-11-13,2023-11-13,14965929,3,"Avalon Ventures Xi, L.P.; Lichter Jay; Reardon Tighe"
KLG,Wk Kellogg Co,2023-11-15,2023-11-13,2023-11-13,1445502,2,McKinstray David; Pilnick Gary H
AMRC,"Ameresco, Inc.",2023-11-16,2023-11-09,2023-11-14,1921999,2,Bulgarino Nicole E; Sakellaris George P
SGN,"Signing Day Sports, Inc.",2023-11-17,2023-11-16,2023-11-16,200000,2,Dorsey John Joseph; Nelson Daniel D
XRAY,Dentsply Sirona Inc.,2023-11-20,2023-11-20,2023-11-20,594000,2,Campion Simon D; Coleman Glenn
CRL,"Charles River Laboratories International, Inc.",2023-11-21,2023-11-14,2023-11-20,1248939,2,Foster James C; Girshick Birgit
PRGO,Perrigo Co Plc,2023-11-27,2023-11-14,2023-11-24,636856,3,Bezerra Eduardo Guarita; Lockwood-Taylor Patrick; Willis Robert
SCVL,Shoe Carnival Inc,2023-12-05,2023-12-01,2023-12-01,10391080,2,Weaver Delores B; Weaver Wayne J
RMBL,"Rumbleon, Inc.",2023-12-12,2023-12-08,2023-12-08,9469042,2,Coulter William; Tkach Mark
WVE,Wave Life Sciences Ltd.,2024-01-30,2023-12-07,2023-12-11,26500000,2,"Gsk Plc; Ra Capital Management, L.P."
COLB,"Columbia Banking System, Inc.",2024-01-31,2024-01-30,2024-01-30,304562,2,Merrywell Christopher; Stein Clint
RLMD,"Relmada Therapeutics, Inc.",2024-01-31,2024-01-29,2024-01-29,512455,2,Shenouda Maged; Traversa Sergio
NYCB,New York Community Bancorp Inc,2024-02-09,2024-02-09,2024-02-09,310730,2,Dinello Alessandro; Smith Lee Matthew
HI,"Hillenbrand, Inc.",2024-02-12,2024-02-09,2024-02-09,763611,2,Ryan Kimberly K; Vanhimbergen Robert M
SANA,"Sana Biotechnology, Inc.",2024-02-12,2024-02-08,2024-02-08,29999988,3,"Arch Venture Fund X, L.P.; Crandell Keith; Nelsen Robert"
EG,"Everest Group, Ltd.",2024-02-12,2024-02-09,2024-02-09,947978,4,Andrade Juan C; Karmilowicz Mike; Kociancic Mark; Williamson James Allan
MRCY,Mercury Systems Inc,2024-02-13,2024-02-09,2024-02-09,303295,2,Ballhaus William L; Farnsworth David E.
SOC,Sable Offshore Corp.,2024-02-16,2024-02-12,2024-02-14,92200055,2,Flores James C; Sarofim Christopher Binyon
HRTG,"Heritage Insurance Holdings, Inc.",2024-02-21,2023-12-14,2023-12-19,1199992,2,Garateix Ernie J; Hyer Raymond T
AMN,Amn Healthcare Services Inc,2024-02-28,2024-02-27,2024-02-28,1393326,2,Grace Caroline; Knudson Jeffrey R
PRGO,Perrigo Co Plc,2024-03-01,2024-02-29,2024-02-29,417145,2,Lockwood-Taylor Patrick; Willis Robert
KDP,Keurig Dr Pepper Inc.,2024-03-05,2024-03-05,2024-03-05,7499972,2,Gamgort Robert James; Sudhanshu Priyadarshi
GEF,"Greif, Inc",2024-03-13,2024-03-05,2024-03-08,3450066,2,Hilsheimer Lawrence A.; Rosgaard Ole G
GENK,"Gen Restaurant Group, Inc.",2024-03-13,2024-03-11,2024-03-11,2833172,4,Kim David Wook Jin; Kim Don; Manzanarez Jose; Wang Lauren
LSEA,Landsea Homes Corp,2024-04-04,2024-03-08,2024-03-08,799984,2,Forsum Michael; Ho John
BOLD,"Boundless Bio, Inc.",2024-04-04,2024-04-02,2024-04-02,9600000,3,"Arch Venture Fund Ix, L.P.; Burow Kristina; Crandell Keith"
PEPG,Pepgen Inc.,2024-04-09,2022-05-10,2022-05-10,15559632,2,Flynn James E; Oxford Science Enterprises Plc
SOWG,Sow Good Inc.,2024-04-12,2024-03-28,2024-03-28,1837514,4,Berman Lyle; Fischer Benno; Goldfarb Claudia; Goldfarb IRA
SAIC,Science Applications International Corp,2024-04-15,2024-04-12,2024-04-12,478096,2,Difronzo Vincent P.; Townes-Whitley Toni
CRMT,Americas Carmart Inc,2024-04-15,2024-04-04,2024-04-11,1474849,2,Campbell Douglas W. Jr.; Peterson Adam K
NEOG,Neogen Corp,2024-04-17,2024-04-10,2024-04-17,564101,3,Adent John Edward; Jones Douglas Edward; Naemura David H.
BRT,Brt Apartments Corp.,2024-04-17,2024-04-03,2024-04-15,3113908,3,Gould Investors L P; Gould Jeffrey; Gould Matthew J
ULS,Ul Solutions Inc.,2024-04-18,2024-04-16,2024-04-16,5259940,4,McLaughlin Jacqueline K; Robinson Ryan D; Scanlon Jennifer F.; Uggetti Alberto
CTRI,"Centuri Holdings, Inc.",2024-04-22,2024-04-22,2024-04-22,635250,2,Fehrman William; Izenstark Gregory A.
INMB,"Inmune Bio, Inc.",2024-04-24,2024-04-19,2024-04-19,419985,3,Lowdell Mark William; Moss David J; Tesi Raymond Joseph
KRRO,"Korro Bio, Inc.",2024-04-24,2024-04-22,2024-04-22,9999920,10,"Atlas Venture Opportunity Fund Ii, L.P.; Baskett Forest; Chang Carmen; Florence Anthony A. Jr.; Makhzoumi Mohamad; Mathers Edward T; New Enterprise Associates 17, L.P.; Sandell Scott D; Walker Paul Edward; Yang Rick"
MSCI,Msci Inc.,2024-04-26,2024-04-25,2024-04-25,9502530,2,Fernandez Henry A; Pettit Cd Baer
NBBK,"Nb Bancorp, Inc.",2024-05-01,2024-04-26,2024-04-29,318902,2,Campanelli Joseph P; Rinaldi Salvatore J
HXL,Hexcel Corp /de/,2024-05-02,2024-04-26,2024-05-01,1958113,2,Gentile Tom; Stanage Nick L
HI,"Hillenbrand, Inc.",2024-05-06,2024-05-03,2024-05-03,202512,2,Ryan Kimberly K; Vanhimbergen Robert M
MAC,Macerich Co,2024-05-08,2024-05-06,2024-05-07,2110820,2,Healey Doug J; Hsieh Jackson
SHEN,Shenandoah Telecommunications Co/va/,2024-05-08,2024-05-07,2024-05-07,383940,2,French Christopher E; McKay Edward H
ZONE,"Cleancore Solutions, Inc.",2024-05-08,2024-04-26,2024-04-30,1082700,2,Adams Clayton; Ansari Mohammad Jawad
VSTS,Vestis Corp,2024-05-14,2024-05-10,2024-05-14,351400,2,Dillon Ricky T; Donovan Timothy R
BCRX,Biocryst Pharmaceuticals Inc,2024-05-15,2024-05-13,2024-05-14,368691,2,Doyle Anthony; Stonehouse Jon P
RIG,Transocean Ltd.,2024-05-17,2024-05-15,2024-05-15,24040000,2,Mohn Frederik Wilhelm; Perestroika
SOC,Sable Offshore Corp.,2024-05-22,2024-05-20,2024-05-20,2748300,2,Flores James C; Flores James Caldwell
GL,Globe Life Inc.,2024-05-28,2024-05-16,2024-05-28,796515,3,Darden James Matthew; Hensley Robert Edward; Svoboda Frank M
SUN,Sunoco LP,2024-05-29,2024-05-23,2024-05-24,403056,2,Fails Karl R; Kim Joseph
CMTG,"Claros Mortgage Trust, Inc.",2024-05-31,2024-05-24,2024-05-29,1538052,2,Mack Richard; McGillis Mike
LEG,Leggett &amp; Platt Inc,2024-06-03,2024-05-30,2024-05-31,382647,2,Glassman Karl G; Kleiboeker Ryan Michael
UHG,"United Homes Group, Inc.",2024-06-11,2024-06-07,2024-06-10,12903230,4,Lincks Maigan Nieri; Nieri Michael P.; Nieri Patrick Michael; Nieri Pennington W.
MPAA,Motorcar Parts of America Inc,2024-06-18,2024-06-13,2024-06-17,2970957,3,"Bison Capital Partners Vi, L.P.; Bison Capital Partners Vi-A, L.P.; Trussler Douglas B"
TXO,"Txo Partners, L.P.",2024-06-28,2024-06-28,2024-06-28,19560000,2,Hutton Keith A; Simpson Bob R
TBN,Tamboran Resources Corp,2024-07-08,2024-06-28,2024-06-28,12768000,2,Sheffield Bryan; Thibodeaux Faron James
BNED,"Barnes &amp; Noble Education, Inc.",2024-07-10,2024-07-08,2024-07-08,1528410,2,Martin William C; Singer Eric
SSKN,"Strata Skin Sciences, Inc.",2024-07-17,2024-07-15,2024-07-15,1447998,2,"Accelmed Partners, L.P.; Geiger Uri"
TWFG,"Twfg, Inc.",2024-07-19,2024-07-19,2024-07-19,3556842,2,Bunch Richard F. III; Nolan Katherine C
CTBI,Community Trust Bancorp Inc /ky/,2024-07-23,2024-01-02,2024-01-02,431414,2,Jones David Andrew; Smith Mark Edward
RIG,Transocean Ltd.,2024-08-05,2024-08-02,2024-08-02,20920000,2,Mohn Frederik Wilhelm; Perestroika
MGM,Mgm Resorts International,2024-08-06,2024-08-05,2024-08-05,2326444,2,Halkyard Jonathan S; Hornbuckle William
OEC,Orion S.A.,2024-08-08,2024-08-07,2024-08-07,622121,2,Glajch Jeffrey; Painter Corning F.
NVST,Envista Holdings Corp,2024-08-14,2024-08-12,2024-08-13,906708,2,Hammes Eric D.; Keel Paul A
ACTU,"Actuate Therapeutics, Inc.",2024-08-14,2024-08-14,2024-08-14,8000000,2,Fletcher Aaron G.L.; Kreis Leslie W.
